"Geneid","SK7A-1","SK7A-2","SK7A-3","SK8A-1","SK8A-2","SK8A-3","Wi-1","Wi-2","Wi-3"
"ENSG00000231420",0,0,0,0,0,0,0,0,0
"ENSG00000175701",268,377,158,131,245,254,290,186,233
"ENSG00000144115",30,25,94,53,97,43,35,35,34
"ENSG00000176204",136,160,161,182,120,231,112,103,79
"ENSG00000115963",888,663,525,386,567,332,1165,1088,449
"ENSG00000155760",10593,6399,11637,6293,8889,9772,7791,8724,7190
"ENSG00000115970",914,557,412,320,430,604,896,375,354
"ENSG00000115604",4,5,4,2,4,0,4,10,2
"ENSG00000019169",0,0,0,0,0,0,0,0,0
"ENSG00000235118",0,0,0,0,0,0,0,0,0
"ENSG00000163046",0,2,0,0,0,0,0,0,0
"ENSG00000184924",544,803,450,457,386,560,668,328,468
"ENSG00000162959",140,108,109,103,107,114,101,88,63
"ENSG00000084090",5064,3779,3426,2494,2884,4115,5028,2638,2622
"ENSG00000003137",10,2,10,0,12,12,6,16,5
"ENSG00000134326",24,11,20,4,14,8,13,11,24
"ENSG00000207116",0,0,0,0,0,0,0,0,0
"ENSG00000224346",0,0,0,0,0,0,0,0,0
"ENSG00000223092",0,0,0,0,0,0,0,0,0
"ENSG00000252759",0,0,0,0,2,2,1,0,2
"ENSG00000240344",514,594,526,523,436,449,612,424,406
"ENSG00000201499",0,1,2,1,0,1,0,1,0
"ENSG00000252916",2,5,4,2,1,2,0,1,0
"ENSG00000115942",1436,1081,923,768,964,1209,1483,858,826
"ENSG00000183308",170,50,98,42,86,114,188,145,81
"ENSG00000225695",31,25,14,31,13,23,25,18,12
"ENSG00000226658",0,0,0,0,0,0,0,2,0
"ENSG00000252148",0,0,0,0,0,0,0,0,0
"ENSG00000273975",0,0,0,2,0,0,0,0,0
"ENSG00000232719",0,0,0,0,0,0,0,0,0
"ENSG00000224672",0,0,0,0,0,0,0,0,0
"ENSG00000232133",2,7,0,2,0,0,9,0,2
"ENSG00000226312",3,8,2,2,1,0,30,4,11
"ENSG00000238829",1,0,0,0,0,0,0,0,0
"ENSG00000235579",0,0,0,0,0,0,0,0,0
"ENSG00000234431",0,0,0,0,0,0,0,0,0
"ENSG00000227348",0,0,0,0,0,0,0,0,0
"ENSG00000225796",0,0,0,0,0,0,0,0,0
"ENSG00000235318",0,0,0,1,0,0,0,0,0
"ENSG00000119013",436,661,315,395,261,439,565,320,355
"ENSG00000288048",0,2,2,4,2,6,1,8,4
"ENSG00000286557",0,0,2,0,0,0,0,0,2
"ENSG00000278924",2,0,0,0,0,0,0,0,0
"ENSG00000226963",235,36,196,34,205,241,133,110,149
"ENSG00000232788",138,30,150,23,129,109,110,60,82
"ENSG00000152527",106,62,188,78,123,146,59,171,173
"ENSG00000229695",0,0,0,0,0,0,0,0,0
"ENSG00000252490",0,0,0,0,0,0,0,0,0
"ENSG00000138036",99,90,123,81,122,117,120,135,133
"ENSG00000138075",0,0,0,2,1,6,2,0,0
"ENSG00000143921",0,0,1,0,0,0,0,1,1
"ENSG00000200924",2,0,1,0,1,1,0,3,4
"ENSG00000264047",0,1,0,0,0,0,0,0,0
"ENSG00000219391",0,0,0,0,0,0,0,0,0
"ENSG00000252599",0,0,0,0,0,0,0,0,0
"ENSG00000224637",2,0,1,8,0,0,1,0,0
"ENSG00000273106",5,3,6,3,6,8,2,12,9
"ENSG00000223658",0,0,0,0,0,0,6,0,0
"ENSG00000233579",0,0,0,0,0,0,0,0,0
"ENSG00000138380",32,23,185,49,175,127,52,176,117
"ENSG00000232479",0,2,2,0,6,7,4,4,2
"ENSG00000270664",0,0,0,0,0,0,0,0,0
"ENSG00000232994",0,0,0,0,0,0,0,0,0
"ENSG00000202059",0,0,0,0,0,0,0,0,0
"ENSG00000228513",0,4,0,0,2,0,0,2,2
"ENSG00000225124",0,0,0,0,0,0,0,0,0
"ENSG00000204196",0,0,0,0,0,0,0,0,0
"ENSG00000138095",7716,4759,6218,3535,3842,6482,7118,4167,4095
"ENSG00000288707",3,0,0,0,6,8,5,1,4
"ENSG00000229498",0,1,0,0,0,0,0,6,2
"ENSG00000252321",0,0,0,0,0,0,0,0,0
"ENSG00000232504",0,2,0,0,0,0,0,0,0
"ENSG00000068654",2895,1533,1552,1033,1588,1946,3046,1720,1406
"ENSG00000226681",0,0,0,0,0,0,0,0,0
"ENSG00000115232",95,57,134,20,63,37,101,126,74
"ENSG00000234595",0,0,0,0,0,0,0,0,0
"ENSG00000225570",0,0,0,0,0,0,0,0,0
"ENSG00000223873",4,8,2,6,4,4,4,0,4
"ENSG00000221023",0,0,0,0,0,0,0,0,0
"ENSG00000232508",0,0,0,0,0,0,0,0,0
"ENSG00000283262",0,0,0,0,0,0,0,0,0
"ENSG00000212133",0,0,0,0,0,0,0,0,0
"ENSG00000252395",0,0,0,0,0,0,0,0,0
"ENSG00000224291",0,0,0,0,0,0,0,0,0
"ENSG00000214336",191,124,245,138,177,293,158,161,174
"ENSG00000172073",0,8,5,2,2,4,3,3,0
"ENSG00000225420",132,68,97,67,106,122,110,126,93
"ENSG00000153574",622,573,321,348,338,435,594,306,282
"ENSG00000240040",0,0,0,0,0,0,0,0,0
"ENSG00000265510",0,0,0,0,0,0,0,0,0
"ENSG00000211592",0,2,0,0,0,0,0,0,3
"ENSG00000211593",0,0,0,0,0,0,0,0,0
"ENSG00000211594",0,0,0,0,0,0,0,0,0
"ENSG00000211595",0,0,0,0,0,0,0,0,0
"ENSG00000211596",0,0,0,0,0,0,0,0,0
"ENSG00000211597",0,0,0,0,0,0,0,1,0
"ENSG00000211598",0,0,0,0,0,0,0,0,0
"ENSG00000087338",657,426,527,380,502,604,666,480,414
"ENSG00000275381",1,0,1,0,2,0,0,1,1
"ENSG00000270723",0,0,0,0,0,0,0,0,0
"ENSG00000124380",259,260,179,223,193,180,335,257,201
"ENSG00000059728",45,35,77,26,36,49,34,54,46
"ENSG00000263669",0,0,0,0,0,0,0,0,0
"ENSG00000169564",11829,11029,7724,10999,6474,10258,12823,6189,8005
"ENSG00000233060",0,0,5,0,0,0,0,0,0
"ENSG00000225392",1,0,0,0,0,3,3,0,8
"ENSG00000115998",76,81,114,60,62,88,88,77,68
"ENSG00000221238",0,0,0,0,0,0,0,0,0
"ENSG00000231414",10,26,11,14,17,2,27,12,15
"ENSG00000224553",0,0,0,0,0,0,0,0,0
"ENSG00000115827",669,418,685,430,557,693,621,642,502
"ENSG00000228507",1,0,1,2,0,4,0,0,3
"ENSG00000234061",2,0,0,2,0,0,0,0,0
"ENSG00000233762",248,321,207,348,149,260,345,140,225
"ENSG00000071967",272,227,187,212,209,314,147,168,153
"ENSG00000237651",6,9,13,12,12,16,9,15,12
"ENSG00000124356",1022,801,898,598,690,845,1017,950,619
"ENSG00000123612",16,6,37,16,36,27,21,49,24
"ENSG00000234584",2,4,0,0,4,0,0,0,2
"ENSG00000115170",313,235,307,223,330,282,382,457,255
"ENSG00000270557",6,2,6,1,9,12,7,6,1
"ENSG00000251980",0,0,0,0,0,0,0,0,0
"ENSG00000271320",0,0,0,0,0,0,0,0,0
"ENSG00000128714",0,0,0,0,0,0,0,0,0
"ENSG00000170178",0,0,0,0,2,0,0,0,0
"ENSG00000128713",0,0,0,0,0,0,0,0,0
"ENSG00000128710",0,0,0,2,0,3,0,0,0
"ENSG00000237380",0,0,0,0,0,0,0,0,0
"ENSG00000128709",1,0,0,1,0,2,0,2,0
"ENSG00000175879",0,0,0,0,0,0,2,1,1
"ENSG00000207744",0,0,0,0,0,0,0,0,0
"ENSG00000170166",0,0,0,0,0,0,0,0,0
"ENSG00000224189",0,0,0,0,1,2,4,1,4
"ENSG00000272729",0,0,0,0,0,0,0,0,0
"ENSG00000128645",0,2,0,0,2,0,0,0,0
"ENSG00000283880",0,0,0,0,0,0,0,0,0
"ENSG00000279160",0,0,0,0,0,0,0,0,0
"ENSG00000218175",128,282,162,226,131,188,232,133,143
"ENSG00000230384",0,0,0,0,0,0,0,0,0
"ENSG00000128652",0,0,0,0,0,0,0,1,0
"ENSG00000158417",4998,4235,2862,3674,2370,3651,4248,2746,2254
"ENSG00000144218",23,20,21,25,32,30,25,45,35
"ENSG00000170500",51,20,76,24,66,27,12,67,41
"ENSG00000269383",0,0,0,0,0,0,0,0,0
"ENSG00000270699",0,0,0,0,0,0,0,0,0
"ENSG00000115526",952,761,854,596,534,616,881,473,575
"ENSG00000238029",0,0,0,0,0,0,0,0,0
"ENSG00000223923",2,2,14,6,4,10,12,17,17
"ENSG00000127824",1100,1302,707,934,617,1018,1173,578,659
"ENSG00000135924",719,761,593,684,540,725,778,723,563
"ENSG00000276828",0,0,0,0,0,0,0,0,0
"ENSG00000138381",496,390,199,223,266,324,473,303,223
"ENSG00000286053",0,0,0,0,0,0,0,0,0
"ENSG00000286165",0,0,0,0,0,0,0,0,0
"ENSG00000128694",230,173,234,243,160,238,250,150,196
"ENSG00000253559",25,19,31,13,11,18,27,19,15
"ENSG00000273240",3,1,0,0,0,0,0,0,3
"ENSG00000128699",805,829,710,808,703,881,780,787,614
"ENSG00000151687",29,40,54,24,38,49,58,48,16
"ENSG00000201308",0,0,0,0,0,0,0,0,0
"ENSG00000207654",0,0,0,0,0,0,0,1,0
"ENSG00000144224",1940,1203,1675,1439,1253,1798,1900,1163,1448
"ENSG00000115850",2,0,0,0,0,0,0,0,0
"ENSG00000200664",0,0,0,0,0,0,0,0,0
"ENSG00000226806",0,0,0,0,0,0,0,0,0
"ENSG00000048991",1506,1113,1042,846,755,1005,1376,646,655
"ENSG00000178586",0,0,0,0,0,0,0,0,0
"ENSG00000212391",0,0,0,0,0,0,0,0,0
"ENSG00000169047",1662,699,789,497,879,995,1336,803,707
"ENSG00000272622",0,2,4,2,6,8,4,8,2
"ENSG00000261379",2,0,0,0,2,0,0,0,0
"ENSG00000144468",419,225,645,178,518,307,578,630,281
"ENSG00000169031",2,2,4,4,15,30,5,49,14
"ENSG00000236432",211,150,169,165,150,228,220,181,175
"ENSG00000168955",1,0,0,0,0,2,0,0,0
"ENSG00000284092",0,0,0,0,0,0,0,0,0
"ENSG00000173744",1566,1145,1162,902,1154,1448,1530,1146,843
"ENSG00000143970",1230,535,725,388,593,857,1057,466,507
"ENSG00000187536",0,0,0,0,0,0,0,2,0
"ENSG00000217643",0,4,0,0,0,0,0,0,0
"ENSG00000218682",0,0,6,0,0,0,1,0,0
"ENSG00000217718",0,0,0,0,0,0,0,0,0
"ENSG00000084731",1892,1177,1627,966,1452,1791,2136,1173,1226
"ENSG00000237629",0,0,0,0,0,0,0,0,0
"ENSG00000268412",15,35,13,24,11,9,16,6,7
"ENSG00000084733",3092,2161,2365,1744,2369,2585,3451,2199,1873
"ENSG00000199872",0,0,0,0,0,0,0,0,0
"ENSG00000235440",0,0,0,1,2,0,0,0,0
"ENSG00000231655",0,0,0,0,0,0,1,0,0
"ENSG00000214465",0,0,0,0,2,0,0,0,0
"ENSG00000227133",0,0,0,0,0,0,0,1,1
"ENSG00000237951",0,0,0,0,0,0,0,0,0
"ENSG00000157833",699,573,732,589,550,853,663,386,447
"ENSG00000135931",696,594,564,528,528,609,811,493,514
"ENSG00000115138",80,61,73,77,71,50,44,87,71
"ENSG00000230452",0,0,0,0,0,0,0,4,0
"ENSG00000081052",27,17,20,23,27,17,22,93,25
"ENSG00000215023",0,0,0,0,0,0,2,0,0
"ENSG00000224272",0,0,0,0,0,0,0,0,0
"ENSG00000204099",0,0,0,0,0,0,0,0,0
"ENSG00000235151",0,1,0,0,0,0,0,0,0
"ENSG00000188389",2,0,2,2,4,0,0,0,0
"ENSG00000188011",0,0,0,0,0,0,0,0,0
"ENSG00000216921",0,0,0,0,0,0,0,0,0
"ENSG00000237940",0,0,1,0,0,0,0,0,2
"ENSG00000280119",0,0,0,0,0,0,0,0,0
"ENSG00000226423",0,0,0,0,0,0,0,0,0
"ENSG00000287971",0,0,0,0,0,0,0,0,0
"ENSG00000232002",0,0,0,0,0,0,0,0,0
"ENSG00000261186",0,0,0,0,0,0,0,0,0
"ENSG00000224160",0,0,0,0,0,0,0,0,0
"ENSG00000244528",0,0,0,0,0,0,0,0,0
"ENSG00000271153",0,0,0,0,0,0,0,0,0
"ENSG00000224132",0,0,0,0,0,0,0,1,2
"ENSG00000222022",2,0,0,0,0,0,0,0,0
"ENSG00000277842",0,0,0,0,0,0,0,0,0
"ENSG00000163359",22,11,50,48,143,33,138,496,121
"ENSG00000175084",18,11,20,36,15,11,33,33,44
"ENSG00000136531",25,40,33,23,66,32,22,44,22
"ENSG00000184261",232,215,287,517,324,593,271,230,323
"ENSG00000235760",11,9,8,4,11,8,2,2,1
"ENSG00000275423",0,0,0,0,0,0,0,0,0
"ENSG00000138081",2162,2185,2070,1945,1629,2117,2254,1578,1432
"ENSG00000231731",214,83,186,97,197,188,183,145,151
"ENSG00000202429",0,0,0,0,0,0,0,0,0
"ENSG00000272789",0,0,0,0,0,0,0,0,0
"ENSG00000172071",530,315,403,233,410,449,472,440,408
"ENSG00000188452",34,16,58,15,5,6,51,30,17
"ENSG00000162992",2,0,3,0,2,0,0,4,0
"ENSG00000144591",727,697,484,657,560,753,807,679,619
"ENSG00000172845",1582,1116,1240,918,1016,1329,1576,1066,897
"ENSG00000115677",10439,7088,7473,4927,6681,8399,11091,6779,6194
"ENSG00000030419",28,27,61,37,64,63,48,68,44
"ENSG00000144407",3,4,3,7,8,2,4,8,4
"ENSG00000288702",0,0,0,0,0,0,0,0,0
"ENSG00000071575",1874,1434,1620,1150,1260,1532,1587,1427,1238
"ENSG00000242366",0,0,0,0,0,0,0,0,0
"ENSG00000288705",0,0,0,0,0,0,0,0,0
"ENSG00000182083",0,0,0,0,0,0,0,0,0
"ENSG00000188886",11,2,45,12,37,34,34,24,24
"ENSG00000244122",0,0,0,0,0,0,0,0,0
"ENSG00000233087",7,7,4,1,7,3,11,4,7
"ENSG00000239855",0,0,0,0,0,0,0,0,0
"ENSG00000243063",0,0,0,0,0,0,0,0,0
"ENSG00000240671",0,0,0,0,0,0,0,0,0
"ENSG00000241755",0,0,0,0,0,0,0,0,0
"ENSG00000253278",0,0,0,0,0,0,0,0,0
"ENSG00000241351",0,0,0,0,0,0,0,0,0
"ENSG00000243290",0,0,0,0,0,0,0,0,0
"ENSG00000253497",0,0,0,0,0,0,0,0,0
"ENSG00000253265",0,0,0,0,0,0,0,0,0
"ENSG00000244437",0,0,0,0,0,0,0,0,0
"ENSG00000240864",0,0,0,0,0,0,0,0,0
"ENSG00000240382",0,0,0,0,0,0,0,0,0
"ENSG00000254157",0,0,0,0,0,0,0,0,0
"ENSG00000253732",0,0,0,0,0,0,0,0,0
"ENSG00000239951",0,0,0,0,0,0,0,0,0
"ENSG00000211611",0,0,0,0,0,0,0,0,0
"ENSG00000253578",0,0,0,0,0,0,0,0,0
"ENSG00000253625",0,0,0,0,0,0,0,0,0
"ENSG00000241294",0,0,0,0,0,0,0,0,0
"ENSG00000253202",0,0,0,0,0,0,0,0,0
"ENSG00000254098",0,0,0,0,0,0,0,0,0
"ENSG00000277852",0,0,0,0,0,0,0,0,0
"ENSG00000244575",0,0,0,0,0,0,0,0,0
"ENSG00000244116",0,0,0,0,0,0,0,0,0
"ENSG00000253998",0,0,0,0,0,0,0,0,0
"ENSG00000243238",0,0,0,0,0,0,0,0,0
"ENSG00000253158",0,0,0,0,0,0,0,0,0
"ENSG00000253870",0,0,0,0,0,0,0,0,0
"ENSG00000242076",0,0,0,0,0,0,0,0,0
"ENSG00000253860",0,0,0,0,0,0,0,0,0
"ENSG00000253461",0,0,0,0,0,0,0,0,0
"ENSG00000253487",0,0,0,0,0,0,0,0,0
"ENSG00000239862",0,0,0,0,0,0,0,0,0
"ENSG00000253592",0,0,0,0,0,0,0,0,0
"ENSG00000242371",0,0,0,0,0,0,0,0,0
"ENSG00000273962",0,0,0,0,0,0,0,0,0
"ENSG00000283427",0,0,0,0,0,0,0,0,0
"ENSG00000276861",0,0,0,0,0,0,0,0,0
"ENSG00000283132",0,0,0,0,0,0,0,0,0
"ENSG00000283214",0,0,0,0,0,0,0,0,0
"ENSG00000283659",0,0,0,0,0,0,0,0,0
"ENSG00000251039",0,0,0,0,0,0,0,0,0
"ENSG00000251546",0,0,0,0,0,0,0,0,0
"ENSG00000254009",0,0,0,0,0,0,0,0,0
"ENSG00000250036",0,0,0,0,0,0,0,0,0
"ENSG00000253127",0,0,0,0,0,0,0,0,0
"ENSG00000232747",0,0,0,0,0,0,0,0,0
"ENSG00000253501",0,0,0,0,0,0,0,0,0
"ENSG00000239975",0,0,0,0,0,0,0,0,0
"ENSG00000253191",0,0,0,0,0,0,0,0,0
"ENSG00000253999",0,0,0,0,0,0,0,0,0
"ENSG00000239571",0,0,0,0,0,0,0,0,0
"ENSG00000243264",0,0,0,0,0,0,0,0,0
"ENSG00000242534",0,0,0,0,0,0,0,0,0
"ENSG00000224607",0,0,0,0,0,0,0,0,0
"ENSG00000211623",0,0,0,0,0,0,0,0,0
"ENSG00000254097",0,0,0,0,0,0,0,0,0
"ENSG00000241566",0,0,0,0,0,0,0,0,0
"ENSG00000254345",0,0,0,0,0,0,0,0,0
"ENSG00000253365",0,0,0,0,0,0,0,0,0
"ENSG00000225523",0,0,0,0,0,0,0,0,0
"ENSG00000211625",0,0,0,0,0,0,0,0,0
"ENSG00000253765",0,0,0,0,0,0,0,0,0
"ENSG00000254220",0,0,0,0,0,0,0,0,0
"ENSG00000211626",0,0,0,0,0,0,0,0,0
"ENSG00000242766",0,0,0,0,0,0,0,0,0
"ENSG00000241244",0,0,0,0,0,0,0,0,0
"ENSG00000224041",0,0,0,0,0,0,0,0,0
"ENSG00000254292",0,0,0,0,0,0,0,0,0
"ENSG00000276566",0,0,0,0,0,0,0,0,0
"ENSG00000278857",0,0,0,0,0,0,0,0,0
"ENSG00000211632",0,0,0,0,0,0,0,0,0
"ENSG00000253906",0,0,0,0,0,0,0,0,0
"ENSG00000211633",0,0,0,0,0,0,0,1,0
"ENSG00000242580",0,0,0,0,0,0,0,0,0
"ENSG00000239819",0,0,0,0,0,0,0,0,0
"ENSG00000228325",0,0,0,0,0,0,0,0,0
"ENSG00000275490",0,0,0,0,0,0,0,0,0
"ENSG00000270999",0,0,0,0,0,0,0,0,0
"ENSG00000265897",0,0,0,0,0,0,0,0,0
"ENSG00000281904",0,0,0,0,0,0,0,0,0
"ENSG00000155052",16,6,7,4,9,13,0,20,10
"ENSG00000144426",172,66,163,65,171,133,85,143,125
"ENSG00000123600",1049,821,678,673,404,745,919,645,578
"ENSG00000150722",18,20,62,32,22,43,32,43,48
"ENSG00000244617",0,0,0,0,0,0,0,0,0
"ENSG00000196228",0,0,0,0,0,0,0,0,0
"ENSG00000125571",0,2,3,0,0,0,0,2,0
"ENSG00000169967",283,141,357,211,281,278,245,341,236
"ENSG00000144134",92,90,92,79,111,91,92,107,84
"ENSG00000084676",524,295,354,231,426,457,438,344,295
"ENSG00000284308",5,5,4,9,0,8,3,3,1
"ENSG00000155744",106,55,155,75,95,119,131,167,87
"ENSG00000287742",4,3,1,6,1,1,3,5,2
"ENSG00000115718",9,15,0,13,11,36,12,27,10
"ENSG00000264075",0,0,2,0,0,0,0,0,0
"ENSG00000072163",78,84,53,39,80,63,68,189,59
"ENSG00000144230",1,0,3,0,5,8,1,13,2
"ENSG00000116127",1511,773,1069,715,855,1121,1126,526,705
"ENSG00000068024",456,360,211,201,351,313,388,262,229
"ENSG00000286095",1,0,2,3,1,2,1,0,0
"ENSG00000285591",0,0,0,0,0,0,0,0,0
"ENSG00000231083",0,0,0,0,0,0,0,0,2
"ENSG00000225642",0,0,0,0,0,0,0,0,0
"ENSG00000115738",416,422,645,484,286,585,438,132,393
"ENSG00000143797",462,321,463,312,334,404,434,326,272
"ENSG00000230886",0,0,0,0,0,0,0,0,0
"ENSG00000152049",2,4,0,0,2,6,0,0,8
"ENSG00000134313",1514,746,1331,786,1441,1338,1389,1152,920
"ENSG00000119820",457,387,512,400,447,487,422,471,299
"ENSG00000272754",0,0,0,0,0,0,0,0,0
"ENSG00000230046",21,0,21,2,17,6,18,4,7
"ENSG00000276334",0,4,6,2,7,0,4,4,0
"ENSG00000276517",8,12,2,4,0,0,6,0,6
"ENSG00000207653",0,0,0,0,0,0,0,0,0
"ENSG00000274159",0,0,2,0,0,0,0,0,0
"ENSG00000279544",0,0,2,0,0,0,0,0,0
"ENSG00000018699",830,603,449,410,372,519,933,549,359
"ENSG00000265057",0,0,0,0,0,0,1,0,0
"ENSG00000230876",2,0,0,0,0,1,0,2,0
"ENSG00000085978",0,0,0,0,0,0,0,0,0
"ENSG00000252010",0,0,0,0,0,0,0,0,0
"ENSG00000251791",0,0,0,0,0,0,0,0,0
"ENSG00000130561",0,0,0,0,0,0,0,0,0
"ENSG00000259793",0,0,0,0,0,0,0,0,0
"ENSG00000077044",786,505,826,342,589,652,643,456,499
"ENSG00000201013",0,0,0,0,0,0,0,0,0
"ENSG00000183091",62,50,139,94,150,113,33,115,81
"ENSG00000115275",1902,1489,1764,1233,1281,1599,1578,1184,1345
"ENSG00000286101",0,0,0,0,0,0,0,0,0
"ENSG00000115590",0,0,5,0,0,0,0,0,0
"ENSG00000138442",1601,1619,1231,1041,1046,1473,1831,1006,1002
"ENSG00000287041",0,2,0,0,2,4,2,6,0
"ENSG00000231903",2,2,0,0,0,0,1,0,0
"ENSG00000227890",1,3,1,1,6,2,1,0,0
"ENSG00000223825",2,0,0,0,0,0,0,0,0
"ENSG00000116030",4588,4369,3110,4122,2486,3880,4827,2520,2631
"ENSG00000224463",0,1,0,2,8,0,1,2,3
"ENSG00000055044",3405,3158,2363,2280,2048,2632,2773,2748,1908
"ENSG00000212534",0,1,0,0,0,0,0,0,0
"ENSG00000212309",0,0,0,0,0,0,0,0,0
"ENSG00000271852",0,0,0,0,0,0,0,3,0
"ENSG00000238317",13,1,2,1,1,3,1,4,6
"ENSG00000286223",647,1044,372,649,440,586,580,640,360
"ENSG00000264275",0,0,0,0,0,0,0,0,0
"ENSG00000226261",0,0,1,0,0,2,0,2,0
"ENSG00000272966",0,2,2,0,1,0,0,0,0
"ENSG00000242696",0,0,0,0,2,0,0,1,0
"ENSG00000204217",390,203,432,266,380,383,390,320,282
"ENSG00000289490",0,0,0,0,0,0,0,0,0
"ENSG00000270915",0,1,0,0,4,0,0,0,0
"ENSG00000236047",0,0,3,0,0,0,0,2,0
"ENSG00000223619",0,0,0,0,0,0,0,0,0
"ENSG00000233888",0,0,0,0,0,0,0,0,0
"ENSG00000235433",0,0,0,0,0,0,0,0,0
"ENSG00000237542",0,0,0,0,0,0,0,0,0
"ENSG00000233134",0,0,0,0,0,0,0,0,0
"ENSG00000241221",0,0,0,0,0,0,0,0,0
"ENSG00000227454",0,0,0,0,0,0,0,0,0
"ENSG00000233311",0,0,0,0,0,0,0,0,0
"ENSG00000138439",775,589,409,366,328,427,669,212,274
"ENSG00000238018",326,235,248,255,189,223,225,237,179
"ENSG00000231334",0,0,0,0,0,0,0,0,0
"ENSG00000285519",0,0,0,0,0,0,0,0,0
"ENSG00000252507",0,0,0,0,0,0,0,0,0
"ENSG00000227238",0,0,0,0,0,0,0,0,0
"ENSG00000243943",420,348,287,368,333,398,480,386,348
"ENSG00000259080",0,0,0,0,0,0,0,0,0
"ENSG00000176714",31,46,40,34,29,32,52,42,22
"ENSG00000198522",802,825,663,422,511,654,937,512,486
"ENSG00000206731",0,1,0,0,0,0,0,0,0
"ENSG00000119760",717,636,750,452,665,811,628,696,502
"ENSG00000231747",0,1,1,2,1,1,0,1,1
"ENSG00000237753",10,26,52,10,29,25,16,32,41
"ENSG00000275961",0,0,0,0,0,0,0,0,0
"ENSG00000274286",191,114,225,154,169,206,196,124,179
"ENSG00000011566",1691,910,715,553,678,840,1436,758,628
"ENSG00000252473",1,0,0,0,0,0,0,5,0
"ENSG00000273035",0,0,0,0,1,0,0,0,0
"ENSG00000184945",0,0,0,0,0,0,0,0,0
"ENSG00000144283",2490,1811,1792,1355,1581,1845,2580,1471,1345
"ENSG00000132305",2637,2274,2319,1178,1701,2275,2882,1891,1565
"ENSG00000013441",250,331,485,464,370,657,154,250,152
"ENSG00000135932",1597,1018,1021,672,1031,1162,1518,1397,784
"ENSG00000163092",2,4,0,0,0,4,2,0,0
"ENSG00000115966",547,379,394,486,426,529,579,478,354
"ENSG00000196290",771,773,582,553,504,711,883,409,540
"ENSG00000119004",263,262,224,243,247,234,273,223,177
"ENSG00000176771",26,20,15,6,6,10,26,15,10
"ENSG00000176946",1503,1656,1143,1312,1073,1435,1630,1119,1015
"ENSG00000188219",4,8,4,1,1,2,9,8,3
"ENSG00000064933",1236,930,1090,735,847,1037,1122,910,820
"ENSG00000135976",33,19,43,45,74,81,44,127,113
"ENSG00000003402",146,92,57,48,12,9,148,62,105
"ENSG00000153250",1630,1140,1472,954,1447,1389,1564,1308,974
"ENSG00000123636",617,350,552,391,476,692,487,344,329
"ENSG00000125629",124,82,163,205,113,152,148,187,147
"ENSG00000144229",97,43,85,54,39,50,73,34,35
"ENSG00000184611",24,13,17,8,7,24,0,0,12
"ENSG00000138018",2290,1185,1648,777,1409,1635,1973,1594,1127
"ENSG00000136682",397,321,332,310,257,260,365,240,319
"ENSG00000155368",2034,2644,1072,1405,1060,1697,2274,1030,1327
"ENSG00000144451",181,177,191,220,228,264,231,201,153
"ENSG00000135624",12084,11789,8290,9679,7786,10417,14705,8165,8007
"ENSG00000115468",61,45,156,92,97,120,94,144,93
"ENSG00000196834",1,0,0,0,0,0,2,4,0
"ENSG00000170802",383,209,220,232,232,231,359,241,161
"ENSG00000171303",18,23,10,5,7,4,18,6,5
"ENSG00000179915",255,161,375,167,292,340,252,243,269
"ENSG00000115355",2033,1231,1933,1046,1771,1530,1443,1683,1265
"ENSG00000078098",0,0,0,0,0,0,0,0,0
"ENSG00000036257",2571,1871,1802,1406,1458,1891,2591,1524,1275
"ENSG00000284600",0,0,0,0,0,0,0,0,0
"ENSG00000232057",8,10,2,8,3,9,4,15,10
"ENSG00000225619",0,0,0,0,0,0,0,1,0
"ENSG00000186487",2,6,2,1,2,9,12,10,10
"ENSG00000144130",63,45,68,50,76,61,75,79,76
"ENSG00000238542",0,0,0,0,0,0,0,0,0
"ENSG00000115904",789,409,733,515,543,751,740,585,532
"ENSG00000155657",373,219,383,378,766,874,206,642,483
"ENSG00000169994",0,0,2,0,0,0,0,11,3
"ENSG00000185304",1,0,2,0,1,0,1,2,2
"ENSG00000174279",0,0,0,0,0,0,0,2,0
"ENSG00000188010",117,111,51,83,74,86,122,74,60
"ENSG00000173567",187,62,125,29,199,134,130,108,96
"ENSG00000242515",0,2,8,0,0,0,0,0,0
"ENSG00000115520",258,249,298,248,238,317,343,320,197
"ENSG00000205221",1,3,0,2,0,0,6,2,0
"ENSG00000163492",129,50,124,103,227,208,167,336,168
"ENSG00000182177",0,1,1,2,3,0,2,3,1
"ENSG00000072182",9,7,13,2,4,14,2,10,6
"ENSG00000138068",40,25,21,45,54,58,65,49,31
"ENSG00000119772",4472,3153,2848,2037,2491,2997,3676,2526,2063
"ENSG00000224844",0,2,0,0,0,2,0,0,0
"ENSG00000115648",83,75,100,145,151,218,220,194,173
"ENSG00000222449",0,0,0,0,0,0,0,0,0
"ENSG00000071677",0,0,0,0,0,0,0,0,0
"ENSG00000124839",83,108,110,3157,2413,3570,3325,4950,2743
"ENSG00000234949",7,3,5,61,54,118,133,108,85
"ENSG00000230286",2,7,2,6,2,4,6,0,6
"ENSG00000084764",114,164,97,152,110,145,113,132,145
"ENSG00000205500",2,0,5,0,0,0,0,0,0
"ENSG00000119777",1072,818,876,837,662,1055,1150,723,741
"ENSG00000084693",1531,1527,1355,1085,1273,1544,2067,1148,1264
