Geneid,SK7A-SGN-1,SK7A-SGN-2,SK7A-SGN-3,SK7AC48-SGN-1,SK7AC48-SGN-2,SK7AC48-SGN-3,SK8A-SGN-1,SK8A-SGN-2,SK8A-SGN-3
ENSG00000250958,0,0,0,0,0,0,0,0,0
ENSG00000250682,47,6,4,0,2,3,0,0,0
ENSG00000247402,0,0,0,0,0,0,0,0,0
ENSG00000286338,0,0,0,0,0,0,0,0,0
ENSG00000175749,0,7,4,8,2,0,20,7,4
ENSG00000145723,147,88,58,122,85,68,82,129,91
ENSG00000185372,2,0,0,0,0,0,0,0,0
ENSG00000251724,0,0,0,0,0,0,0,0,0
ENSG00000251663,0,0,0,0,0,0,0,0,0
ENSG00000113163,2004,2244,1338,824,1304,1385,800,1665,2188
ENSG00000122008,305,473,263,321,409,313,117,410,424
ENSG00000248881,32,62,27,46,49,24,32,50,65
ENSG00000272040,0,12,15,20,6,6,11,23,28
ENSG00000189045,14,9,18,21,5,7,1,21,17
ENSG00000039139,40,100,36,86,41,86,36,68,109
ENSG00000049167,493,418,331,307,276,275,223,333,433
ENSG00000235558,14,29,7,14,8,7,5,4,28
ENSG00000250387,0,0,0,0,0,0,0,0,0
ENSG00000253985,0,0,0,0,0,0,0,0,0
ENSG00000249981,0,0,0,0,0,0,0,0,0
ENSG00000253536,0,0,0,0,0,0,0,0,0
ENSG00000247911,0,0,0,0,0,0,0,0,0
ENSG00000164326,61,4521,248,1891,550,11853,7993,7992,2328
ENSG00000278824,0,0,0,0,0,0,0,0,0
ENSG00000202092,0,0,0,0,0,0,0,0,0
ENSG00000213663,0,0,0,6,0,0,2,0,0
ENSG00000249919,0,0,0,0,0,0,0,0,0
ENSG00000250895,0,0,0,0,0,0,0,0,0
ENSG00000234259,4,0,0,2,0,0,0,0,0
ENSG00000133835,3233,2202,1672,2196,1948,1690,1438,2502,2525
ENSG00000154153,222,650,338,342,378,369,403,832,801
ENSG00000083312,7947,7968,3937,3741,4495,5469,1820,4888,7303
ENSG00000213523,1975,1788,1701,1822,1248,1309,1641,1580,1498
ENSG00000043143,1841,787,534,531,683,635,378,516,612
ENSG00000120314,1852,1244,1041,1115,1050,797,1048,1129,1299
ENSG00000158497,0,0,0,0,0,0,0,0,0
ENSG00000230561,7,19,13,13,7,13,22,27,20
ENSG00000174339,0,0,0,0,0,0,0,0,0
ENSG00000173250,0,4,0,0,2,0,0,9,2
ENSG00000113649,2204,2045,1206,1330,1374,1237,684,1537,1931
ENSG00000279446,2,0,0,0,0,0,0,0,0
ENSG00000204956,10,18,8,12,18,20,15,20,34
ENSG00000081853,18,28,20,7,36,10,11,16,49
ENSG00000254245,7,15,1,0,12,12,14,6,17
ENSG00000254221,77,174,60,74,88,123,88,234,294
ENSG00000280026,11,25,9,19,14,6,7,43,59
ENSG00000262576,30,28,32,17,41,19,24,36,32
ENSG00000253910,106,75,38,53,43,78,32,67,61
ENSG00000253485,29,6,6,0,18,14,10,10,6
ENSG00000262209,37,2,4,4,6,8,2,14,12
ENSG00000253731,47,26,22,4,28,18,2,22,8
ENSG00000253537,15,4,3,174,265,135,0,10,2
ENSG00000253953,896,2900,1643,3006,3526,3761,1095,2103,2216
ENSG00000253767,22,36,25,36,80,36,25,34,22
ENSG00000261934,18,36,33,8,14,18,2,8,10
ENSG00000253846,495,863,702,789,798,887,259,401,658
ENSG00000254122,1490,1255,759,360,413,448,290,475,815
ENSG00000253873,111,71,31,101,116,91,25,58,69
ENSG00000248449,14,2,0,4,16,14,12,2,2
ENSG00000279855,1,0,0,0,2,0,0,2,0
ENSG00000253159,12,15,8,6,8,4,2,10,4
ENSG00000276545,4,6,2,0,12,4,7,2,2
ENSG00000273557,0,0,0,0,0,0,0,0,4
ENSG00000240184,334,529,518,380,420,559,33,80,61
ENSG00000242020,0,0,0,0,0,0,0,0,0
ENSG00000242419,150,495,60,69,62,169,117,257,576
ENSG00000240764,40,27,29,29,66,30,9,14,50
ENSG00000246422,0,4,7,0,0,0,0,2,0
ENSG00000240974,0,0,0,0,0,0,0,0,0
ENSG00000228737,444,352,335,315,333,310,290,269,374
ENSG00000171720,2382,2326,1907,1928,1759,1761,1525,1668,1824
ENSG00000164620,467,1617,440,1075,922,1174,2391,2484,2093
ENSG00000276547,218,89,88,101,83,76,10,32,82
ENSG00000221990,234,344,247,263,170,237,246,194,203
ENSG00000063438,14,1,8,5,10,7,6,0,6
ENSG00000145730,4656,9464,8356,8457,8213,6256,5736,9315,7805
ENSG00000172262,886,841,634,547,532,659,371,667,827
ENSG00000164241,24,2,0,0,0,0,2,0,0
ENSG00000214944,64,60,51,82,97,41,91,196,134
ENSG00000172869,1000,1611,792,992,1197,845,407,885,1318
ENSG00000145908,700,767,544,684,666,673,511,808,1046
ENSG00000086570,106,137,501,221,270,81,128,208,114
ENSG00000186314,14,27,25,14,33,29,16,0,8
ENSG00000164329,976,736,613,583,503,454,300,543,561
ENSG00000131844,1937,1376,782,1203,891,960,717,1146,1082
ENSG00000186493,299,225,64,272,131,122,235,94,145
ENSG00000248473,0,5,0,13,2,1,4,21,43
ENSG00000146054,12,201,33,259,143,171,283,342,625
ENSG00000250900,2,28,2,25,21,20,23,62,56
ENSG00000248514,0,46,2,29,16,8,18,48,50
ENSG00000286644,0,4,0,2,0,0,0,10,0
ENSG00000146063,2082,2317,1470,1930,1655,1628,1418,1351,1842
ENSG00000264732,2,2,1,0,0,0,0,0,0
ENSG00000247049,404,413,256,286,275,296,186,253,287
ENSG00000204628,60622,38687,49792,43851,36236,41866,34912,24690,23667
ENSG00000272296,0,0,0,0,0,0,0,0,0
ENSG00000264549,0,0,0,0,0,0,0,0,0
ENSG00000286310,0,0,0,0,1,2,0,2,0
ENSG00000248103,40,158,27,63,88,83,31,35,87
ENSG00000274525,24,43,11,43,29,18,2,25,46
ENSG00000222533,0,1,0,0,0,0,0,0,2
ENSG00000183718,424,825,363,696,489,424,283,578,769
ENSG00000249647,0,0,0,0,0,0,0,0,0
ENSG00000270021,43,101,40,73,24,62,33,45,57
ENSG00000251380,0,0,0,0,0,0,0,0,0
ENSG00000255833,0,0,0,0,1,0,0,0,0
ENSG00000249639,0,0,0,0,0,0,0,0,0
ENSG00000249915,194,344,157,214,308,248,149,134,232
ENSG00000160867,1339,375,263,565,279,312,362,352,504
ENSG00000240729,0,0,0,0,2,0,0,0,0
ENSG00000270706,16,0,2,0,0,0,0,0,0
ENSG00000169228,189,332,242,405,260,271,309,344,380
ENSG00000169230,4181,2353,2670,2371,1906,1951,2387,2229,1859
ENSG00000239393,0,0,0,0,0,0,0,0,0
ENSG00000169220,495,564,532,770,578,509,731,641,645
ENSG00000028310,1678,1793,1116,1283,1128,1210,1235,1377,1690
ENSG00000071539,921,255,301,153,200,185,104,77,120
ENSG00000287600,2,6,0,10,12,10,2,2,4
ENSG00000248949,0,0,0,0,1,0,1,3,0
ENSG00000250173,0,0,0,0,0,0,0,0,0
ENSG00000272347,0,0,0,0,0,0,0,0,0
ENSG00000145506,10,24,17,39,28,26,51,48,29
ENSG00000113504,384,417,383,315,396,192,488,568,764
ENSG00000263834,0,0,0,0,3,0,0,2,3
ENSG00000201274,0,0,0,0,0,0,0,0,0
ENSG00000164405,2321,2563,1795,2641,1946,2254,2922,2773,2329
ENSG00000164406,2,2,1,12,14,3,6,2,15
ENSG00000165671,4161,3430,2014,2063,2610,2010,1250,2339,3322
ENSG00000286634,11,0,2,6,0,2,0,2,0
ENSG00000113722,56,0,2,4,2,0,3,2,4
ENSG00000161010,92,160,115,173,109,76,146,143,188
ENSG00000145743,490,1198,439,454,558,521,413,960,1201
ENSG00000185305,429,624,506,351,366,262,305,813,663
ENSG00000067248,1309,1361,1024,850,864,733,615,890,1285
ENSG00000205765,1104,1212,645,698,827,702,419,1127,974
ENSG00000132563,905,5752,1596,4036,2593,3553,6197,6619,5957
ENSG00000113240,227,343,139,257,215,312,227,276,324
ENSG00000073578,155,226,171,179,168,144,211,166,193
ENSG00000113448,2569,3808,2494,2610,2810,2009,762,2240,3454
ENSG00000135083,429,170,246,212,335,191,159,125,105
ENSG00000170606,7976,6600,3649,3851,4218,3963,3039,5887,5612
ENSG00000169194,8,5,20,2,0,10,6,6,5
ENSG00000145734,0,0,0,0,0,0,0,2,0
ENSG00000151422,1693,1612,790,736,1250,750,498,1235,1632
ENSG00000172901,0,32,9,9,29,2,10,26,15
ENSG00000131504,4525,1814,1904,1401,1777,1204,1155,1549,1578
ENSG00000217128,619,720,666,340,560,416,174,514,586
ENSG00000222111,0,0,0,0,0,0,0,0,0
ENSG00000200648,0,0,0,0,0,0,0,0,0
ENSG00000113749,41,40,195,72,67,22,69,139,97
ENSG00000145741,8407,5544,7305,4572,3597,3108,5648,5746,5367
ENSG00000237693,3,1,1,1,4,1,0,0,0
ENSG00000069020,729,758,715,473,638,428,225,470,646
ENSG00000113758,13202,16536,12643,13531,11834,10478,14037,13684,13433
ENSG00000253305,1487,5806,3370,844,1185,982,1900,3801,5246
ENSG00000175471,117,218,82,217,131,186,52,104,141
ENSG00000153404,2569,2319,1735,3988,3168,612,1598,780,1150
ENSG00000132915,16,2,6,2,6,2,0,0,0
ENSG00000251583,4,0,0,0,0,0,0,4,0
ENSG00000200334,0,0,0,0,0,0,0,0,0
ENSG00000155850,1072,955,955,625,875,445,198,406,519
ENSG00000197375,321,842,420,674,551,510,328,450,757
ENSG00000249372,0,0,0,0,0,0,0,0,0
ENSG00000251605,0,0,0,0,0,0,0,0,0
ENSG00000200331,0,0,0,0,0,0,0,0,0
ENSG00000206714,2,0,0,0,0,0,0,0,0
ENSG00000164404,862,1117,771,1076,837,1062,1315,1060,890
ENSG00000188818,188,125,51,173,130,106,336,294,377
ENSG00000279558,0,0,0,0,0,0,0,0,0
ENSG00000112852,2814,5111,5335,3361,3262,2730,3069,4360,4646
ENSG00000272154,62,142,85,37,68,63,76,101,160
ENSG00000113205,148,288,197,169,128,128,171,200,329
ENSG00000272108,48,49,34,35,27,28,34,55,102
ENSG00000081818,73,103,75,110,105,71,119,165,199
ENSG00000113209,1399,1179,976,1871,1622,1716,808,763,868
ENSG00000280029,433,351,230,608,569,554,262,272,306
ENSG00000113211,70,111,66,102,52,127,177,178,143
ENSG00000280336,0,10,0,0,0,1,4,6,2
ENSG00000113212,23,61,50,19,29,17,30,41,74
ENSG00000120322,37,30,26,8,19,16,27,29,23
ENSG00000279472,1,1,2,0,0,2,1,2,0
ENSG00000272674,107,307,236,36,47,57,110,89,149
ENSG00000279068,0,0,0,0,0,0,0,0,2
ENSG00000278936,82,169,119,24,48,58,68,72,76
ENSG00000177839,64,162,101,67,57,118,211,146,152
ENSG00000279375,5,23,13,5,11,12,15,13,14
ENSG00000120324,188,467,283,224,307,209,219,358,372
ENSG00000197479,126,95,97,46,80,63,40,107,119
ENSG00000120328,72,45,44,12,24,30,75,112,108
ENSG00000187372,143,87,50,76,66,87,65,73,124
ENSG00000120327,208,394,220,242,323,292,349,509,387
ENSG00000279983,0,0,0,0,0,0,0,0,0
ENSG00000113248,361,655,290,384,315,403,623,872,807
ENSG00000277795,0,2,0,3,4,2,6,6,2
ENSG00000178913,3994,3716,2995,3104,2569,2960,2738,3660,3941
ENSG00000120329,0,0,0,0,0,0,2,0,0
ENSG00000273841,8,10,3,8,10,12,12,6,14
ENSG00000287067,1,0,2,0,0,4,0,0,0
ENSG00000270697,0,0,0,0,0,0,0,0,0
ENSG00000250159,2,16,2,49,39,52,4,8,11
ENSG00000120729,2,14,0,78,24,32,0,6,2
ENSG00000078795,160,368,147,174,224,135,170,341,357
ENSG00000113141,4493,4271,2690,3944,2447,3121,3004,2971,3464
ENSG00000205464,208,198,88,181,155,161,81,196,165
ENSG00000251235,5,1,6,4,1,0,0,2,0
ENSG00000250574,0,0,0,0,0,0,0,0,0
ENSG00000249713,0,0,2,0,1,0,0,2,0
ENSG00000164220,410,182,706,298,1083,155,215,218,119
ENSG00000225407,87,164,275,43,200,83,31,112,204
ENSG00000277188,0,0,0,0,0,0,0,0,0
ENSG00000278237,0,0,0,0,0,0,0,0,0
ENSG00000181104,2381,3177,5284,2084,3944,1962,1307,2775,2787
ENSG00000164251,2978,365,763,204,202,219,107,233,147
ENSG00000264391,2,0,0,0,0,0,0,0,0
ENSG00000253295,0,0,1,2,0,0,0,6,13
ENSG00000213386,2,4,0,3,2,2,2,4,19
ENSG00000120129,1305,3464,2878,3762,2353,2510,1871,2229,2718
ENSG00000206741,0,0,0,0,0,0,0,0,0
ENSG00000270243,0,0,0,0,0,4,0,0,0
ENSG00000253628,0,0,0,0,0,0,0,0,0
ENSG00000204758,36,71,25,49,21,28,48,46,41
ENSG00000254295,10,30,8,7,19,22,18,18,21
ENSG00000037241,1064,956,696,1021,589,963,865,937,810
ENSG00000253785,35,40,20,21,19,49,36,52,41
ENSG00000113732,3072,2007,2797,2825,2186,2035,1790,1293,1324
ENSG00000254328,0,0,4,0,0,0,0,1,0
ENSG00000212402,0,0,0,0,0,0,0,0,0
ENSG00000207210,0,0,0,0,0,0,0,0,0
ENSG00000164463,247,344,144,321,296,225,87,181,323
ENSG00000253439,0,0,0,0,0,0,0,0,0
ENSG00000253172,22,25,18,15,13,22,15,23,22
ENSG00000113734,325,242,275,210,179,286,222,278,211
ENSG00000145642,19,28,5,27,0,2,11,14,29
ENSG00000153006,703,671,369,425,443,377,282,538,523
ENSG00000113719,6017,8120,7353,7199,7316,6249,5916,6615,6284
ENSG00000153015,792,542,418,373,428,346,245,518,491
ENSG00000146083,4518,4900,1715,2825,2505,2904,3055,3535,4911
ENSG00000248484,0,0,0,0,0,0,0,0,0
ENSG00000251446,3,0,0,0,1,0,0,0,0
ENSG00000248859,6,0,0,0,2,0,4,0,6
ENSG00000074276,62,422,90,226,106,242,363,544,521
ENSG00000049192,681,347,700,354,250,302,89,120,153
ENSG00000170469,64,33,32,53,62,58,32,24,30
ENSG00000175857,14,4,81,20,38,6,2,6,4
ENSG00000246323,73,271,90,75,144,88,44,160,270
ENSG00000250260,0,0,0,4,4,0,0,0,2
ENSG00000222924,0,0,0,0,0,0,0,0,2
ENSG00000061492,66,20,2,5,3,8,2,13,16
ENSG00000112981,87,307,127,267,126,147,141,182,224
ENSG00000212460,0,1,0,3,1,3,0,6,4
ENSG00000199880,0,0,0,0,0,0,0,0,0
ENSG00000031003,1204,3202,1505,1482,1565,1312,1133,2519,2948
ENSG00000164347,1194,1076,706,759,813,872,608,1122,959
ENSG00000207336,0,0,1,0,2,2,0,2,0
ENSG00000164346,2955,2199,2031,2131,1638,1650,1317,2186,1956
ENSG00000199645,0,0,0,0,0,0,0,0,0
ENSG00000250071,3,3,0,0,2,0,0,0,3
ENSG00000271714,59,84,29,46,29,61,17,74,72
ENSG00000212363,0,0,0,0,0,0,0,0,0
ENSG00000198780,717,1231,318,376,491,532,310,1123,1430
ENSG00000268223,0,0,0,6,0,2,2,0,6
ENSG00000019582,1020,140,62,356,628,196,243,104,56
ENSG00000205279,4,32,4,12,12,4,14,50,66
ENSG00000213347,2835,1597,1814,1718,1204,1513,1680,1218,1111
ENSG00000155506,11119,14613,9585,7315,10061,8960,6886,12481,12809
ENSG00000286818,0,2,0,4,0,0,0,0,0
ENSG00000241956,4,30,0,13,15,81,8,24,19
ENSG00000235172,6,2,0,4,0,0,12,10,6
ENSG00000289478,0,2,0,2,0,0,0,0,14
ENSG00000249808,0,0,0,0,0,0,0,0,0
ENSG00000250891,6,4,149,2,8,0,8,5,6
ENSG00000286271,0,6,0,1,4,2,12,2,0
ENSG00000289462,4,4,0,6,0,1,0,8,12
ENSG00000289601,0,2,0,0,4,0,0,4,0
ENSG00000283286,0,0,0,0,0,1,0,0,2
ENSG00000289184,0,0,0,0,0,0,0,0,0
ENSG00000289267,1,0,0,2,1,0,0,0,0
ENSG00000288774,16,0,0,0,0,0,0,0,0
ENSG00000288936,0,0,1,3,3,2,0,0,0
ENSG00000289206,0,4,0,0,0,2,0,0,0
ENSG00000249362,0,0,0,0,6,4,6,5,7
ENSG00000250358,4,39,0,125,36,42,12,36,50
ENSG00000249306,1,4,3,0,0,0,0,0,1
ENSG00000288741,41,98,26,57,31,33,28,48,47
ENSG00000248323,16,9,11,18,7,2,22,56,8
ENSG00000249740,6,13,3,0,1,2,0,4,8
ENSG00000215246,0,2,0,0,2,0,0,2,0
ENSG00000288799,2,1,0,0,0,1,2,0,2
ENSG00000289008,0,0,0,4,4,4,0,0,2
ENSG00000283462,2,0,0,4,0,0,4,0,0
ENSG00000251443,0,0,0,0,0,0,0,0,0
ENSG00000288846,0,0,0,0,0,0,0,0,0
ENSG00000249937,1,148,5,50,18,50,67,96,174
ENSG00000288883,0,0,0,0,0,0,0,0,0
ENSG00000288740,0,0,0,0,0,0,0,0,0
ENSG00000250579,54,42,50,182,262,33,102,81,81
ENSG00000250320,174,362,884,140,245,83,101,246,236
ENSG00000248663,8,0,0,0,0,0,0,0,0
ENSG00000275765,38,29,38,28,49,14,11,6,31
ENSG00000289170,6,2,0,0,0,2,0,4,0
ENSG00000288967,116,0,2,0,0,0,3,0,0
ENSG00000247199,63,77,36,69,77,18,42,82,173
ENSG00000289337,0,0,0,0,0,0,0,0,0
ENSG00000249116,2,4,4,0,7,0,1,0,0
ENSG00000229666,14,2,2,8,4,4,0,0,2
ENSG00000289060,0,4,4,0,5,0,0,0,0
ENSG00000247572,225,328,165,163,158,217,101,194,270
ENSG00000289540,0,1,0,8,2,3,1,0,12
ENSG00000289639,4,19,1,6,0,2,14,18,14
ENSG00000289085,0,0,0,0,0,0,0,0,0
ENSG00000288965,0,0,0,0,0,0,2,0,0
ENSG00000289430,0,0,0,0,0,0,0,0,0
ENSG00000289054,0,0,0,0,0,0,0,0,0
ENSG00000289306,4,2,0,2,4,2,0,5,4
ENSG00000178172,32,38,10,36,44,4,40,49,6
ENSG00000249503,0,0,0,0,0,0,0,0,0
ENSG00000248109,10,12,5,2,31,4,8,1,0
ENSG00000214510,2,10,6,17,11,5,10,16,42
ENSG00000196800,0,0,0,0,0,0,0,0,0
ENSG00000248966,3,0,0,0,0,0,0,0,0
ENSG00000248428,0,0,0,1,0,0,2,3,3
ENSG00000251627,5,0,0,0,0,0,0,0,0
ENSG00000145777,26,0,12,18,16,2,2,8,2
ENSG00000253613,0,0,0,1,0,0,0,0,0
ENSG00000134987,999,731,467,446,536,425,227,495,617
ENSG00000250728,0,0,0,0,0,0,0,0,0
ENSG00000214784,13,3,4,9,17,11,15,2,0
ENSG00000169223,7841,4875,6244,5640,4365,4508,4627,3596,3903
ENSG00000246334,25,91,13,56,41,74,54,65,105
ENSG00000250114,0,0,0,0,0,0,0,0,0
ENSG00000113328,5843,3198,3394,3013,3350,2383,1546,2047,2120
ENSG00000170584,712,645,644,628,627,524,420,435,553
ENSG00000072571,700,76,124,107,130,70,31,46,49
ENSG00000251018,60,5,5,6,9,7,1,3,2
ENSG00000285590,0,1,0,0,0,0,0,0,0
ENSG00000244748,0,2,0,0,0,0,0,2,0
ENSG00000253572,0,0,0,0,0,0,0,0,0
ENSG00000287162,0,0,0,0,0,0,0,0,0
ENSG00000085365,1148,2403,811,1482,1129,1102,751,2609,2931
ENSG00000273549,0,0,0,0,0,0,0,0,0
ENSG00000169045,638,390,460,339,452,307,285,409,426
ENSG00000164256,6,0,0,0,0,0,0,0,0
ENSG00000248591,0,0,0,0,0,0,0,0,0
ENSG00000272494,0,0,0,0,0,0,0,0,0
ENSG00000248469,0,0,0,0,4,2,2,0,0
ENSG00000251458,0,0,0,0,0,0,1,0,0
ENSG00000253558,2,2,2,0,4,0,0,0,0
ENSG00000132842,4120,2325,2450,1853,1600,1435,720,982,1276
ENSG00000164334,0,0,0,0,0,0,4,0,0
ENSG00000200051,0,0,0,0,0,0,0,0,0
ENSG00000283717,0,0,0,0,0,0,0,0,0
ENSG00000200235,0,0,0,0,0,0,0,0,0
ENSG00000170458,2,2,2,19,2,12,11,10,22
ENSG00000284325,0,0,0,0,0,0,0,0,0
ENSG00000199990,0,0,0,0,0,0,0,0,0
ENSG00000202111,0,0,0,0,0,0,0,0,0
ENSG00000202515,0,0,0,0,0,0,0,0,0
ENSG00000038274,1406,822,658,729,838,732,416,549,604
ENSG00000248120,0,0,0,0,0,0,0,0,0
ENSG00000171495,0,30,7,9,17,20,2,1,17
ENSG00000039537,79,863,578,535,522,594,64,60,351
ENSG00000251215,0,0,0,0,0,0,0,0,0
ENSG00000153071,1540,1616,3167,1070,1539,662,338,517,938
ENSG00000271334,0,4,50,10,10,3,6,2,5
ENSG00000251515,0,0,0,0,0,0,0,0,0
ENSG00000254252,12,0,0,0,0,0,2,0,0
ENSG00000254171,0,0,0,0,0,0,0,0,0
ENSG00000229119,501,314,408,263,176,244,216,183,167
ENSG00000254130,0,0,0,0,0,0,0,0,0
ENSG00000253713,0,0,0,0,0,0,0,0,0
ENSG00000253469,0,0,0,0,0,0,0,0,0
ENSG00000254365,8,0,0,0,0,0,4,0,0
ENSG00000254297,16,0,0,0,0,0,0,0,0
ENSG00000253527,0,0,0,0,0,4,0,1,0
ENSG00000289264,0,2,0,0,0,0,0,0,0
ENSG00000254187,0,0,0,0,0,0,2,2,0
ENSG00000253357,0,1,0,6,0,4,6,2,0
ENSG00000253660,5,4,0,1,0,11,1,0,2
ENSG00000253947,0,0,0,2,0,0,0,0,0
ENSG00000253065,0,0,0,0,0,0,0,0,0
ENSG00000253925,5,0,6,0,0,0,2,0,0
ENSG00000279739,0,0,2,0,0,0,0,0,0
ENSG00000253978,12,15,7,18,8,17,15,2,9
ENSG00000145934,692,4864,543,2676,1575,2019,1149,3089,3881
ENSG00000113600,0,0,1,0,0,0,0,0,0
ENSG00000289699,0,0,0,0,0,0,0,0,0
ENSG00000131187,51,151,14,96,88,129,299,239,244
ENSG00000288912,4,0,0,0,0,0,0,0,0
ENSG00000206614,0,0,0,0,0,0,0,0,0
ENSG00000040275,1615,515,655,977,1079,424,226,591,443
ENSG00000253269,0,0,0,0,0,0,0,0,0
ENSG00000204767,498,940,217,927,944,543,366,2314,1145
ENSG00000263831,0,0,0,0,0,0,0,0,0
ENSG00000289702,21,56,10,84,53,18,60,159,48
ENSG00000134516,31,31,9,37,47,33,48,128,59
ENSG00000132356,947,1207,836,870,980,605,236,690,820
ENSG00000212567,0,0,0,0,0,0,0,0,2
ENSG00000145592,22186,15121,19338,15404,12765,16574,13527,10339,10791
ENSG00000212296,0,0,0,2,0,0,0,0,0
ENSG00000132357,14,6,2,2,4,2,2,0,13
ENSG00000253098,0,0,0,0,0,0,0,0,0
ENSG00000226221,348,199,251,214,163,225,260,157,106
ENSG00000225940,0,0,0,0,2,0,0,0,0
ENSG00000234553,0,0,0,0,0,0,0,0,0
ENSG00000228650,0,0,0,0,0,0,0,0,0
ENSG00000095015,1154,720,505,334,502,437,168,332,413
ENSG00000237705,33,28,15,0,24,9,2,4,14
ENSG00000225230,8,6,8,4,6,0,3,22,13
ENSG00000155542,22,26,16,16,18,26,56,52,64
ENSG00000271828,49,46,13,22,32,21,11,27,21
ENSG00000289709,0,0,0,2,0,0,0,0,0
ENSG00000279772,0,0,0,0,0,0,0,2,0
ENSG00000288766,47,18,24,15,14,21,17,20,10
ENSG00000288890,14,27,9,7,8,4,14,7,16
ENSG00000235275,0,0,0,0,0,0,0,0,0
ENSG00000266751,897,1241,638,603,634,806,612,1181,1222
ENSG00000270177,19,24,17,6,16,36,26,19,12
ENSG00000239615,2,0,0,0,0,0,0,0,0
ENSG00000006837,25,24,8,18,7,15,20,25,35
ENSG00000119048,976,804,875,793,658,520,562,932,739
ENSG00000279469,4,6,0,3,0,0,0,3,13
ENSG00000248559,2,3,2,12,10,11,6,16,11
ENSG00000237190,730,734,347,570,418,478,634,918,782
ENSG00000243648,1,0,0,0,0,0,0,5,2
ENSG00000250564,0,0,0,0,0,0,0,0,0
ENSG00000164330,188,2768,752,838,644,1393,580,957,1889
ENSG00000253811,0,0,0,0,0,0,0,0,0
ENSG00000253456,0,0,0,0,0,0,0,0,2
ENSG00000279204,12,83,7,17,5,43,19,34,42
ENSG00000145860,1934,3112,2140,1826,1758,1923,1398,2535,3202
ENSG00000253256,0,0,0,2,2,4,0,1,0
ENSG00000253315,0,0,0,0,0,0,0,0,0
ENSG00000252458,0,0,0,0,0,0,0,0,0
ENSG00000164332,946,980,650,565,697,539,433,855,806
ENSG00000249738,0,0,0,4,0,9,0,0,6
ENSG00000221601,0,0,0,0,0,0,0,0,0
ENSG00000253298,0,0,0,0,0,0,0,0,0
ENSG00000283413,0,0,2,0,0,0,0,0,0
ENSG00000113302,0,0,0,0,0,0,0,0,0
ENSG00000250237,0,0,0,0,0,0,0,0,0
ENSG00000248359,0,0,0,0,0,0,0,0,0
ENSG00000249588,0,0,0,0,0,1,0,0,0
ENSG00000250289,0,0,0,0,0,0,0,0,0
ENSG00000212249,0,0,0,0,0,0,0,0,0
ENSG00000250066,0,0,0,0,0,0,0,0,0
ENSG00000276309,0,0,0,0,0,0,0,0,0
ENSG00000249352,0,0,0,0,2,0,0,0,0
ENSG00000249183,0,0,0,0,0,0,0,0,0
ENSG00000145740,1356,1032,1227,1021,1122,854,485,955,1098
ENSG00000220986,0,0,0,0,0,0,0,0,0
ENSG00000280894,0,0,0,0,0,0,0,0,0
ENSG00000134057,3017,597,877,757,802,584,481,320,326
ENSG00000145850,2,2,0,0,0,0,0,2,2
ENSG00000270560,0,0,0,0,0,0,0,0,0
ENSG00000254246,0,0,0,1,1,0,0,0,0
ENSG00000155868,246,388,159,272,183,170,129,275,315
ENSG00000170613,0,0,0,0,0,0,0,0,0
ENSG00000253980,0,0,0,0,0,0,0,0,0
ENSG00000253653,15,90,35,8,34,44,28,54,70
ENSG00000151292,782,872,824,655,783,509,319,710,754
ENSG00000113263,460,28,215,162,68,6,23,149,34
ENSG00000112936,3089,9915,6212,6158,21882,12630,1692,1883,5397
ENSG00000280068,8,0,0,0,0,0,0,0,0
ENSG00000250820,0,0,0,0,0,0,2,0,6
ENSG00000051596,1601,1147,665,928,798,917,819,835,963
ENSG00000250801,0,0,0,0,0,2,0,0,0
ENSG00000248596,0,1,0,0,0,0,0,0,0
ENSG00000287579,0,0,2,0,0,0,0,0,0
ENSG00000283235,6,8,0,4,5,2,1,3,2
ENSG00000270989,0,0,0,0,0,0,0,0,0
ENSG00000170085,349,890,557,831,634,718,539,1056,1140
ENSG00000251667,6,10,5,4,15,6,12,17,1
ENSG00000122203,3846,3739,2641,2896,2920,2777,2841,4257,4043
ENSG00000250909,416,519,297,341,321,335,326,515,474
ENSG00000251414,7,10,3,14,10,18,0,5,10
ENSG00000175414,871,2334,1062,976,1403,1039,969,2311,2078
ENSG00000221464,0,1,0,0,0,0,0,0,1
ENSG00000048162,2088,1162,1128,1138,727,940,1102,1028,989
ENSG00000146066,1959,1259,1182,1402,883,1140,1347,1129,1073
ENSG00000175416,2029,3519,2067,2935,1697,2627,4498,4550,4013
ENSG00000280139,0,0,0,0,0,0,0,0,0
ENSG00000113194,3017,2991,2900,1897,2253,1889,1381,2142,2295
ENSG00000113763,93,1095,80,623,691,767,1575,2016,2139
ENSG00000160883,10,22,6,18,10,10,22,18,27
ENSG00000087206,686,570,422,511,502,384,450,503,499
ENSG00000113761,801,1481,824,901,883,1010,950,1250,1461
ENSG00000251666,13,7,0,8,6,10,0,11,13
ENSG00000272459,13,11,0,4,4,9,9,7,4
ENSG00000184840,10003,7353,11513,9404,7557,6366,7709,5721,5846
ENSG00000027847,1740,1526,1934,1714,1192,1385,1244,1160,1133
ENSG00000247679,76,239,91,288,203,150,100,162,203
ENSG00000249849,3,0,0,0,0,2,0,6,0
ENSG00000249109,0,2,0,4,0,0,4,0,0
ENSG00000248943,0,1,0,0,0,0,0,0,0
