Geneid,SK7A-1,SK7A-2,SK7A-3,SK8A-1,SK8A-2,SK8A-3,SK8A-4,SK8A-5,SK8A-6,Wi-1,Wi-2,Wi-3
ENSG00000240871,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240873,1,2,0,0,0,0,0,0,0,0,0,0
ENSG00000240874,5,8,3,3,0,4,0,0,0,0,0,0
ENSG00000240875,82,138,140,172,84,76,18,11,3,2,8,15
ENSG00000240877,11,18,2,12,5,18,5,4,0,5,0,1
ENSG00000240881,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240882,6,4,7,0,1,6,0,0,0,0,0,0
ENSG00000240888,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240889,947,1287,1469,1235,1201,1044,612,478,127,426,562,737
ENSG00000240890,5,1,4,1,1,1,0,0,0,0,0,0
ENSG00000240891,1016,1445,1863,1034,1028,939,156,132,25,228,257,211
ENSG00000240893,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000240895,7,22,8,7,10,5,5,3,0,2,0,6
ENSG00000240898,42,115,65,58,49,27,1,6,0,14,16,26
ENSG00000240902,0,0,0,0,0,0,0,0,0,0,1,1
ENSG00000240905,0,4,3,0,0,3,0,1,0,0,0,0
ENSG00000240912,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240914,16,8,4,13,6,14,3,4,1,1,9,5
ENSG00000240915,5,2,0,0,0,0,0,0,0,0,1,0
ENSG00000240919,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240922,5,3,2,5,17,9,4,2,0,0,0,0
ENSG00000240925,2,0,7,1,0,0,0,0,0,0,2,0
ENSG00000240927,0,0,5,0,0,0,0,0,0,0,0,2
ENSG00000240934,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240935,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240936,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240940,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000240950,0,0,1,2,0,1,0,0,0,1,0,0
ENSG00000240951,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240954,0,0,4,2,0,0,0,0,0,0,0,2
ENSG00000240959,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240960,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240961,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240963,4,4,3,0,0,0,0,0,0,0,0,0
ENSG00000240964,1,6,2,2,0,1,0,0,0,0,0,2
ENSG00000240966,1,0,0,0,0,0,0,0,0,0,1,0
ENSG00000240970,5,21,9,5,3,7,0,0,0,0,2,1
ENSG00000240972,0,0,2,0,2,2,0,0,0,0,0,0
ENSG00000240973,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240974,2,3,2,1,3,0,0,0,0,0,0,0
ENSG00000240975,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240977,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240980,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240983,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240990,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240991,5,0,1,5,2,3,0,0,0,0,0,4
ENSG00000240992,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240993,0,1,0,4,0,0,0,0,0,0,0,0
ENSG00000240995,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000240996,16,15,10,9,8,8,2,2,0,2,0,1
ENSG00000240997,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241002,2,0,0,0,0,1,0,0,0,0,0,0
ENSG00000241003,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241007,71,105,110,112,83,66,3,8,1,4,3,11
ENSG00000241008,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241011,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000241014,10,17,25,9,9,4,5,0,0,7,0,0
ENSG00000241015,236,355,361,284,211,197,51,26,4,50,27,57
ENSG00000241018,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241020,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241022,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241026,4,0,0,6,2,2,0,0,0,0,0,0
ENSG00000241030,5,4,11,3,2,3,0,0,1,0,0,0
ENSG00000241032,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000241035,0,0,0,2,0,1,0,0,0,0,0,0
ENSG00000241037,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241042,1,0,0,1,0,0,0,0,0,0,0,0
ENSG00000241045,1,12,15,9,7,7,2,1,0,0,0,0
ENSG00000241048,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241052,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000241054,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241057,16,15,5,5,4,7,1,1,0,3,6,4
ENSG00000241058,693,893,780,618,532,448,91,104,14,75,87,93
ENSG00000241059,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241061,58,34,46,29,29,20,4,0,0,4,5,6
ENSG00000241064,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000241067,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241069,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241073,0,1,1,0,0,0,0,0,0,0,0,0
ENSG00000241074,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241081,21,18,5,18,23,13,5,1,3,4,3,6
ENSG00000241082,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241088,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241095,12,8,15,10,6,14,4,4,0,3,0,4
ENSG00000241097,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241098,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241101,9,13,19,15,15,6,2,1,0,0,0,2
ENSG00000241102,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241103,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241104,1,3,1,0,0,0,0,0,0,0,0,0
ENSG00000241105,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241106,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241111,2058,5883,5889,3702,4763,3737,784,475,102,248,127,229
ENSG00000241112,4,9,8,1,3,4,0,0,0,4,0,2
ENSG00000241114,5,16,12,16,1,5,1,0,0,0,0,0
ENSG00000241119,0,6,0,0,0,0,0,0,0,0,0,0
ENSG00000241120,9,21,7,14,4,6,0,0,0,0,2,1
ENSG00000241123,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241127,788,900,930,762,689,643,135,94,17,100,169,168
ENSG00000241128,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241129,6,2,0,5,0,0,0,0,0,0,0,0
ENSG00000241130,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241131,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241134,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241135,0,1,2,0,4,4,0,0,0,0,0,0
ENSG00000241136,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241143,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241144,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241146,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000241149,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241151,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241152,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241155,18,19,16,11,19,20,0,5,0,3,5,3
ENSG00000241156,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241157,3,3,2,8,0,2,1,0,0,0,1,0
ENSG00000241158,184,419,342,137,149,426,35,64,16,102,14,64
ENSG00000241159,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241162,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241163,14,4,14,2,6,4,0,0,0,2,2,1
ENSG00000241168,52,10,16,32,0,2,0,0,0,0,0,0
ENSG00000241169,1,6,2,0,0,0,0,0,0,0,0,0
ENSG00000241170,69,98,45,31,25,33,3,9,0,2,2,4
ENSG00000241172,0,0,0,0,1,1,0,0,0,0,0,0
ENSG00000241174,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241175,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241179,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241180,19,2,7,2,1,1,0,1,0,0,0,2
ENSG00000241183,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000241185,0,12,7,11,1,3,0,0,1,0,8,0
ENSG00000241186,0,6,0,56,0,2,29,21,5,16,17,13
ENSG00000241187,0,0,2,2,0,0,0,0,0,0,0,0
ENSG00000241188,2,1,2,0,2,2,0,0,0,0,0,0
ENSG00000241198,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241200,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241202,38,31,83,5,11,1,0,3,1,2,0,4
ENSG00000241203,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241204,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241207,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241211,3,0,12,6,5,2,0,2,0,5,6,9
ENSG00000241213,0,4,1,1,0,4,0,0,0,0,0,0
ENSG00000241216,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241217,9,12,12,7,6,6,0,0,0,1,2,1
ENSG00000241218,11,6,3,4,2,4,0,0,0,0,0,0
ENSG00000241219,3,1,3,5,3,2,0,0,2,0,0,2
ENSG00000241220,2,5,1,2,0,0,0,0,0,1,4,0
ENSG00000241221,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241223,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241224,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241225,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241226,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241227,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241228,2,3,0,0,0,0,0,0,0,0,0,0
ENSG00000241229,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241230,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241231,2,0,0,0,4,0,0,0,0,0,0,0
ENSG00000241233,2,3,0,4,2,0,0,0,0,0,0,0
ENSG00000241241,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241243,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000241244,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241246,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241248,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241250,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241251,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241255,5,4,3,5,2,0,0,0,0,0,0,0
ENSG00000241257,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241258,1777,2220,2851,2077,1992,1948,384,310,86,250,331,306
ENSG00000241261,0,4,0,0,6,8,0,0,0,0,2,0
ENSG00000241269,16,28,13,9,11,15,7,5,0,5,15,8
ENSG00000241278,30,20,16,6,18,9,0,1,0,0,4,7
ENSG00000241280,1,0,2,0,0,0,1,0,0,0,0,0
ENSG00000241281,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241282,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000241286,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241288,155,139,137,92,120,75,17,10,2,14,17,13
ENSG00000241291,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000241293,14,21,31,22,17,12,5,1,0,0,1,1
ENSG00000241294,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241295,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241305,2,4,0,0,4,0,0,0,0,0,0,1
ENSG00000241307,6,1,0,0,2,2,0,0,0,0,0,0
ENSG00000241313,653,894,1267,584,772,699,199,213,47,176,76,115
ENSG00000241316,214,216,235,115,122,118,22,6,2,16,0,16
ENSG00000241317,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241318,5,1,1,1,0,2,0,1,0,0,0,0
ENSG00000241319,0,2,2,0,0,0,0,0,0,0,0,0
ENSG00000241322,81,131,111,26,57,63,12,6,2,43,25,16
ENSG00000241324,2,1,0,0,0,0,0,0,0,0,0,3
ENSG00000241326,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241328,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241333,0,2,2,3,1,2,0,0,0,0,0,0
ENSG00000241334,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241336,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241343,430,715,498,447,331,229,68,34,14,86,32,143
ENSG00000241344,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241345,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241346,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241347,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241350,0,0,0,0,0,1,0,0,0,0,0,0
ENSG00000241351,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241352,41,15,39,26,27,16,1,3,1,5,4,5
ENSG00000241353,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241354,0,1,0,1,0,0,0,0,0,0,0,0
ENSG00000241356,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241357,147,123,152,111,107,114,32,30,11,47,116,58
ENSG00000241358,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241359,0,0,0,2,0,0,0,0,0,0,2,0
ENSG00000241360,199,325,574,360,322,348,199,180,22,48,33,98
ENSG00000241361,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241362,6,17,9,5,8,5,0,2,0,5,0,0
ENSG00000241367,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241369,8,4,4,2,2,0,0,0,0,0,0,0
ENSG00000241370,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241383,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241385,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241388,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000241391,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241392,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241395,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241397,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000241399,240,347,237,197,144,157,22,18,6,17,27,42
ENSG00000241400,1,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241404,3,2,0,0,0,0,0,0,0,0,0,0
ENSG00000241406,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241409,242,324,414,284,242,240,55,53,6,24,14,27
ENSG00000241411,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000241413,1,4,4,0,5,2,0,0,0,2,0,0
ENSG00000241416,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241418,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241420,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241423,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241429,0,0,0,0,2,2,0,0,0,0,0,0
ENSG00000241431,20,34,62,32,32,31,14,7,9,13,32,5
ENSG00000241434,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241438,1,0,1,0,0,2,0,0,0,0,0,0
ENSG00000241439,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241449,1,2,9,1,2,0,0,0,0,0,0,0
ENSG00000241451,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241456,4,0,0,0,0,2,0,0,0,0,0,0
ENSG00000241457,0,0,0,0,0,2,0,0,0,13,9,5
ENSG00000241458,2,4,5,4,1,4,4,0,2,4,0,0
ENSG00000241461,0,0,1,0,1,1,0,0,0,0,0,0
ENSG00000241462,6,2,1,2,0,4,0,0,0,0,3,1
ENSG00000241464,3,0,0,0,0,1,0,0,0,0,0,1
ENSG00000241468,1524,1788,2019,1621,1450,1446,593,502,94,405,678,735
ENSG00000241469,2,1,2,2,0,0,0,0,0,0,0,2
ENSG00000241472,1577,2060,2491,1267,1058,1484,137,147,24,80,52,146
ENSG00000241473,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241475,0,1,0,0,2,0,0,0,0,0,0,1
ENSG00000241476,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241478,10,18,23,11,11,10,0,1,2,0,0,0
ENSG00000241479,2,0,0,0,0,1,0,0,0,0,0,0
ENSG00000241484,8,36,17,34,7,11,3,0,0,39,40,9
ENSG00000241487,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241489,47,104,80,48,86,71,10,25,9,61,55,41
ENSG00000241490,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000241493,10,7,14,3,2,9,0,0,0,0,2,1
ENSG00000241494,893,1028,1213,987,889,713,115,120,16,78,127,138
ENSG00000241499,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241505,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241506,226,205,250,240,240,214,69,59,15,63,48,81
ENSG00000241511,2,5,2,5,5,2,1,1,0,0,0,1
ENSG00000241520,3,6,7,4,2,2,0,0,0,0,0,1
ENSG00000241524,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241525,6,4,4,4,6,11,5,6,0,0,4,0
ENSG00000241526,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000241527,12,29,25,13,16,10,5,0,0,2,0,0
ENSG00000241529,0,1,1,2,1,0,2,0,0,1,0,0
ENSG00000241532,21,21,32,5,11,9,0,0,0,0,0,0
ENSG00000241535,10,8,7,2,4,0,0,0,0,0,0,0
ENSG00000241537,0,5,4,0,2,0,0,0,0,0,0,0
ENSG00000241539,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241542,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241544,11,15,6,11,6,8,2,4,0,0,4,0
ENSG00000241546,0,0,1,0,0,2,0,0,0,0,0,0
ENSG00000241547,25,34,28,22,20,23,2,1,0,3,1,1
ENSG00000241549,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241550,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241552,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241553,3429,3903,5420,3702,3507,3552,1221,1096,246,1235,1978,1513
ENSG00000241556,7,11,3,13,7,8,5,3,1,3,2,2
ENSG00000241560,12,19,17,20,20,11,0,0,0,1,0,0
ENSG00000241562,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241563,26,29,16,17,19,14,3,2,0,0,6,6
ENSG00000241566,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241568,4,6,3,0,3,0,0,0,0,0,0,0
ENSG00000241570,23,30,30,32,18,10,4,4,3,3,14,3
ENSG00000241571,3,1,3,3,1,0,0,0,0,0,0,0
ENSG00000241572,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241573,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241577,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241582,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000241587,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241588,0,0,1,0,0,2,0,0,0,0,0,0
ENSG00000241590,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241592,0,2,0,1,0,7,0,0,0,0,2,0
ENSG00000241593,6,22,5,11,5,6,0,1,0,0,4,2
ENSG00000241595,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241596,0,0,0,0,1,0,0,0,0,0,0,2
ENSG00000241597,0,2,12,2,1,2,0,0,0,0,0,0
ENSG00000241598,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241599,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241604,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000241607,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241612,1,0,0,0,3,3,0,0,0,0,1,0
ENSG00000241613,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241621,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241622,19,11,14,15,8,5,2,0,0,0,4,4
ENSG00000241625,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241627,153,196,249,138,126,107,39,39,4,33,19,30
ENSG00000241631,6,15,6,4,4,5,0,0,0,0,0,1
ENSG00000241634,77,98,35,55,14,32,2,0,0,2,4,15
ENSG00000241635,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241636,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241640,0,2,4,0,1,3,0,0,0,0,1,0
ENSG00000241641,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241644,2,4,4,0,0,0,0,0,0,0,1,2
ENSG00000241648,1,0,1,0,0,0,0,0,0,0,0,0
ENSG00000241651,0,1,0,3,0,2,0,0,0,0,2,0
ENSG00000241652,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241654,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241656,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241657,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241661,3,0,1,2,0,4,0,2,0,0,0,0
ENSG00000241665,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241666,0,0,2,0,0,2,0,0,0,0,0,0
ENSG00000241667,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241668,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241669,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241671,0,0,2,0,0,1,0,0,0,0,0,1
ENSG00000241673,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241678,9,3,4,0,1,0,0,0,0,0,0,0
ENSG00000241679,29,24,34,1,24,16,0,14,0,0,0,0
ENSG00000241680,2,5,5,2,1,3,0,1,0,1,1,1
ENSG00000241684,154,212,300,111,254,266,43,35,2,22,1,10
ENSG00000241685,927,1045,1295,1159,878,853,183,130,19,168,250,240
ENSG00000241690,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241693,3,12,3,6,3,2,1,0,0,0,0,2
ENSG00000241695,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241696,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241697,426,607,931,844,609,488,273,275,51,90,85,136
ENSG00000241709,0,0,0,1,1,2,0,0,0,0,0,0
ENSG00000241717,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000241720,167,141,218,63,152,150,36,35,13,23,14,41
ENSG00000241721,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241722,0,0,2,2,0,0,0,0,0,0,0,0
ENSG00000241723,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000241728,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241735,30,69,65,58,48,51,6,4,0,3,0,3
ENSG00000241738,0,4,4,2,9,0,0,0,0,0,0,0
ENSG00000241739,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241741,109,65,92,53,85,54,25,11,6,19,24,26
ENSG00000241743,337,259,132,1324,687,392,32,12,2,6,25,31
ENSG00000241744,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241745,0,1,0,0,2,0,0,0,0,0,0,0
ENSG00000241746,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241749,91,75,48,20,18,17,2,4,0,17,4,20
ENSG00000241754,28,58,21,13,4,9,0,2,0,0,0,1
ENSG00000241755,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241756,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000241757,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241764,106,137,221,146,126,115,43,19,13,34,38,37
ENSG00000241765,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000241767,0,0,0,0,0,0,0,0,0,0,4,0
ENSG00000241769,45,144,82,37,49,46,22,9,0,24,34,21
ENSG00000241770,4,7,4,4,18,12,1,2,0,4,1,0
ENSG00000241772,3,0,2,2,0,0,0,0,0,1,0,0
ENSG00000241776,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241777,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241782,11,7,12,3,6,4,0,0,0,0,2,2
ENSG00000241785,1,0,2,1,0,0,0,0,0,0,0,0
ENSG00000241787,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241788,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241789,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241790,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241791,3,0,2,0,0,0,0,0,0,0,2,0
ENSG00000241792,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241794,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241804,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241807,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241808,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241809,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241810,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241815,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241818,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000241821,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000241825,5,4,5,13,0,4,0,1,0,1,2,1
ENSG00000241828,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000241829,0,5,0,0,0,0,0,0,0,0,0,0
ENSG00000241832,2,0,0,1,0,0,0,0,0,0,0,0
ENSG00000241834,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241837,867,1052,1171,830,790,691,202,188,32,176,239,325
ENSG00000241838,2,0,2,0,1,0,0,0,0,0,0,0
ENSG00000241839,805,936,1178,866,788,682,200,207,39,117,94,107
ENSG00000241846,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241852,1222,2111,1990,1633,1477,1542,425,328,86,319,347,312
ENSG00000241853,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241859,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241860,27,46,23,25,18,24,5,9,2,4,1,0
ENSG00000241861,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241866,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241868,2,6,1,6,1,0,0,0,0,0,0,0
ENSG00000241869,0,0,0,0,0,2,0,0,0,0,0,0
ENSG00000241870,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241874,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241877,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241878,1759,2764,2876,2350,2074,1969,581,518,99,551,531,785
ENSG00000241879,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241881,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241882,5,0,0,0,5,0,0,0,0,0,0,0
ENSG00000241884,4,2,0,0,0,0,0,0,0,2,0,0
ENSG00000241886,2,3,0,1,0,4,0,0,0,0,1,0
ENSG00000241888,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241889,46,31,43,20,21,17,4,15,1,7,7,4
ENSG00000241890,2,1,1,3,2,0,1,0,0,0,0,0
ENSG00000241891,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241899,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241905,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241907,1,6,7,5,3,3,0,0,0,0,0,0
ENSG00000241911,0,0,0,0,0,0,0,0,0,0,0,0
